method,method_label,region,eps,seed,lr_power,utility_jaccard,distortion_mae
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,29,0.025,0.2949308755760368,0.2207881666036874
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,0,0.0583333333333333,0.2511013215859031,0.242542806001413
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,1,0.0666666666666666,0.2339449541284403,0.2215140974215586
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,2,0.1166666666666666,0.2162162162162162,0.2342602722318872
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,3,0.0666666666666666,0.2544642857142857,0.2258704130967034
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,4,0.0333333333333333,0.2466367713004484,0.2443538807319465
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,5,0.0333333333333333,0.2546296296296296,0.2190796874420975
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,6,0.0416666666666666,0.2304147465437788,0.2126014220072074
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,7,0.0583333333333333,0.253393665158371,0.2304203346089877
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,8,0.0166666666666666,0.1981981981981982,0.2190219838877198
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,9,0.0083333333333333,0.2117117117117117,0.2098763697435941
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,10,0.0833333333333333,0.2735849056603773,0.2209794401479761
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,11,0.0416666666666666,0.2465116279069767,0.2248995303795676
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,12,0.0333333333333333,0.2264150943396226,0.2264424279470259
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,13,0.0916666666666666,0.2616822429906542,0.2362659901704397
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,14,0.125,0.2465116279069767,0.2063727825466214
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,15,0.0333333333333333,0.2358490566037736,0.2253399590992106
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,16,0.1,0.2331838565022421,0.2301989484494785
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,17,0.0666666666666666,0.2222222222222222,0.2301099972509843
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,18,0.075,0.2121212121212121,0.241562266904149
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,19,0.0583333333333333,0.216589861751152,0.214055549469757
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,20,0.025,0.25,0.2208463723203686
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,21,0.075,0.2544642857142857,0.2237000084114859
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,22,0.0166666666666666,0.2511627906976744,0.2270537202820013
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,23,0.05,0.2286995515695067,0.2358083660578515
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,24,0.0416666666666666,0.2363636363636363,0.2186488108348491
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,25,0.05,0.2304347826086956,0.2304785264036783
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,26,0.0666666666666666,0.2803738317757009,0.2283432137363627
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,27,0.0166666666666666,0.3033175355450237,0.2369513581456234
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,28,0.0666666666666666,0.2785388127853881,0.2331700945586802
method3,Method 3 (GRR LDP),chr2_5Mb,0.3,29,0.0333333333333333,0.2772727272727273,0.2304899432439999
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,0,0.1333333333333333,0.228310502283105,0.2026818754596202
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,1,0.1083333333333333,0.2701421800947867,0.1969463283949271
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,2,0.1416666666666666,0.2522522522522522,0.2272922739139928
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,3,0.0333333333333333,0.2612612612612612,0.2092830782916202
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,4,0.0666666666666666,0.2546296296296296,0.217506260230239
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,5,0.0833333333333333,0.2146118721461187,0.1968693302904011
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,6,0.0833333333333333,0.2272727272727272,0.2057179408221305
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,7,0.1083333333333333,0.219298245614035,0.2133679641280909
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,8,0.0416666666666666,0.1846846846846846,0.2069601528977895
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,9,0.0583333333333333,0.2088888888888889,0.2082204791603092
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,10,0.1833333333333333,0.2358490566037736,0.1977367755916488
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,11,0.075,0.2417061611374407,0.2100067971166518
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,12,0.025,0.2378640776699029,0.2076305605619087
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,13,0.025,0.2064220183486238,0.2126125435926734
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,14,0.15,0.2557077625570776,0.2110704484722416
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,15,0.0166666666666666,0.1797235023041474,0.2086418739232489
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,16,0.0833333333333333,0.2429906542056074,0.1947865917882366
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,17,0.0583333333333333,0.2407407407407407,0.2014108615225821
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,18,0.0416666666666666,0.2158590308370044,0.2178212793172294
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,19,0.1666666666666666,0.2247706422018348,0.1993639820329216
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,20,0.0833333333333333,0.2624434389140271,0.2035627061913224
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,21,0.025,0.2543859649122807,0.2058805160136365
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,22,0.0333333333333333,0.2476635514018691,0.2075631036969846
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,23,0.0583333333333333,0.2452830188679245,0.1977221910904568
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,24,0.0333333333333333,0.2331838565022421,0.1998813585648775
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,25,0.0166666666666666,0.2297297297297297,0.194840176382251
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,26,0.1083333333333333,0.2476635514018691,0.2103164530151938
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,27,0.025,0.2783018867924528,0.2155757599189376
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,28,0.0166666666666666,0.2181818181818181,0.2224585159106392
method3,Method 3 (GRR LDP),chr2_5Mb,1.0,29,0.0833333333333333,0.2293577981651376,0.2031099718630293
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,0,0.0666666666666666,0.2339449541284403,0.1800977408488456
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,1,0.025,0.216589861751152,0.1694926000186452
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,2,0.075,0.1919642857142857,0.1771901510350779
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,3,0.1083333333333333,0.2592592592592592,0.1733471393163066
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,4,0.0666666666666666,0.2276785714285714,0.1875015211085171
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,5,0.1166666666666666,0.2253521126760563,0.1581563498703708
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,6,0.0083333333333333,0.2227272727272727,0.1729238397127016
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,7,0.025,0.1875,0.1840980591769784
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,8,0.025,0.2247706422018348,0.170985354028571
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,9,0.0333333333333333,0.2044444444444444,0.1805012404176665
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,10,0.0666666666666666,0.2037037037037037,0.1727443229163515
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,11,0.0583333333333333,0.1971153846153846,0.1674884733736297
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,12,0.0166666666666666,0.2175925925925926,0.1814020839304944
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,13,0.025,0.2009345794392523,0.1769817199017175
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,14,0.1416666666666666,0.2162162162162162,0.1754320733193318
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,15,0.025,0.2057416267942583,0.1753320351878686
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,16,0.0,0.2304147465437788,0.1808165344756796
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,17,0.1083333333333333,0.216589861751152,0.1629104740662188
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,18,0.025,0.2152466367713004,0.1744133718260719
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,19,0.0416666666666666,0.1851851851851851,0.1727723191711661
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,20,0.1,0.2579185520361991,0.1810642886434612
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,21,0.05,0.2286995515695067,0.1807644876599505
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,22,0.0416666666666666,0.2242990654205607,0.1862955902382521
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,23,0.1166666666666666,0.2488479262672811,0.1709345332487839
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,24,0.05,0.2272727272727272,0.1770084153740241
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,25,0.1416666666666666,0.2232142857142857,0.1857508977156492
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,26,0.05,0.2583732057416268,0.1746901319125683
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,27,0.125,0.2285714285714285,0.1640307665675384
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,28,0.075,0.2651162790697674,0.1780315697222757
method3,Method 3 (GRR LDP),chr2_5Mb,3.0,29,0.0333333333333333,0.1883408071748878,0.1748393824748872
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,0,0.075,0.2297297297297297,0.1619863672684552
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,1,0.0666666666666666,0.2325581395348837,0.1749472329314251
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,2,0.0416666666666666,0.1814159292035398,0.1760197825049983
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,3,0.1,0.2398190045248869,0.1679701019866571
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,4,0.0416666666666666,0.2191780821917808,0.1708627073474918
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,5,0.1166666666666666,0.2452830188679245,0.1644994841337223
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,6,0.1083333333333333,0.25,0.1710132558709399
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,7,0.0833333333333333,0.2105263157894736,0.1731555612043122
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,8,0.0333333333333333,0.2142857142857142,0.1569477308859677
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,9,0.1333333333333333,0.1785714285714285,0.1697201882939123
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,10,0.1,0.1945701357466063,0.1617855051041994
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,11,0.0166666666666666,0.2369668246445497,0.1614312029653958
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,12,0.125,0.1612903225806451,0.1814266927434247
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,13,0.1416666666666666,0.1944444444444444,0.159282491203782
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,14,0.0583333333333333,0.2046511627906976,0.1660048108028817
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,15,0.0666666666666666,0.1627906976744186,0.1645345580057521
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,16,0.0666666666666666,0.2253521126760563,0.1640681187838704
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,17,0.1833333333333333,0.2258064516129032,0.1605558937555058
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,18,0.05,0.2511210762331838,0.1678314003075358
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,19,0.0416666666666666,0.219626168224299,0.1620589968973814
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,20,0.0833333333333333,0.1902654867256637,0.1756852688393455
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,21,0.0916666666666666,0.2452830188679245,0.1611573352114997
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,22,0.0833333333333333,0.2242990654205607,0.1639147145095588
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,23,0.0416666666666666,0.2311320754716981,0.1676786609854743
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,24,0.1333333333333333,0.2318181818181818,0.1756008972011472
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,25,0.0916666666666666,0.2191780821917808,0.1717205733278453
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,26,0.025,0.2200956937799043,0.1560114555742728
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,27,0.0083333333333333,0.2322274881516587,0.1552246760536326
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,28,0.0666666666666666,0.205607476635514,0.1669318790160844
method3,Method 3 (GRR LDP),chr2_5Mb,10.0,29,0.0416666666666666,0.1772727272727272,0.1691087958428532
